archivo,cultivo,estado,tecnologia,modalidad,ciclo,costo_por_ha,rendimiento,precio,utilidad,prep_terreno,siembra,fertilizacion,labores,riegos,plagas,cosecha,diversos,utilidad_calc,prep_terreno_pct,siembra_pct,fertilizacion_pct,labores_pct,riegos_pct,plagas_pct,cosecha_pct,diversos_pct,roi,cultivo_mapeado
Frijol_BMF_Nayarit_OI_2025_2026.pdf,FRIJOL,NAYARIT,BMF,RIEGO POR ASPERSIÓN ESTATUS: AUTORIZADO,OI 2025/2026,18000,1.8,24000.0,6334.0,5700.0,3200.0,4722.0,0.0,4527.0,2988,5900.0,7700,25200.0,0.31666666666666665,0.17777777777777778,0.2623333333333333,0.0,0.2515,0.166,0.3277777777777778,0.42777777777777776,0.35188888888888886,FRIJOL
Frijol_GMF_Sinaloa_OI_2025_2026.pdf,FRIJOL,SINALOA,GMF,TRADICIONAL ESTATUS: AUTORIZADO,OI 2025/2026,20462,1.87,22735.0,9597.0,4976.0,3744.0,7536.0,1556.0,2851.0,2424,3692.0,3638,22052.450000000004,0.2431824846056104,0.18297331639135958,0.36829244453132637,0.07604339751734923,0.13933144365164696,0.1184634933046623,0.18043202033036848,0.17779298211318542,0.4690157364871469,FRIJOL
Garbanzo_GMF_Sinaloa_OI_2025_2026.pdf,GARBANZO,SINALOA,GMF,TRADICIONAL ESTATUS: AUTORIZADO,OI 2025/2026,16875,2.1,18750.0,6630.0,4347.0,5162.0,5921.0,1771.0,3100.0,2718,3576.0,3740,22500.0,0.2576,0.3058962962962963,0.35087407407407406,0.10494814814814815,0.1837037037037037,0.16106666666666666,0.2119111111111111,0.22162962962962962,0.3928888888888889,GARBANZO GRANO
Girasol_GMF_Sonora_OI_2025_2026.pdf,GIRASOL,SONORA,GMF,TRADICIONAL ESTATUS: AUTORIZADO,OI 2025/2026,8000,2.7,8843.0,1508.0,1880.0,1950.0,6551.0,560.0,2410.0,1918,2390.0,2934,15876.100000000002,0.235,0.24375,0.818875,0.07,0.30125,0.23975,0.29875,0.36675,0.1885,GIRASOL
Maíz_BMF_Chihuahua_PV_2026.pdf,MAIZ,CHIHUAHUA,BMF,RIEGO POR ASPERSIÓN ESTATUS: AUTORIZADO,PV - 2026,4300,12.0,4502.0,4802.0,2379.0,6601.0,9487.0,1846.0,12506.0,3990,3500.0,1125,49724.0,0.5532558139534883,1.5351162790697674,2.206279069767442,0.42930232558139536,2.9083720930232557,0.9279069767441861,0.813953488372093,0.2616279069767442,1.1167441860465117,MAÍZ GRANO
Maíz_BMF_Guanajuato_PV_2026.pdf,MAIZ,GUANAJUATO,BMF,TRADICIONAL ESTATUS: AUTORIZADO,PV - 2026,5057,12.0,5619.0,9107.0,6600.0,11200.0,13666.0,0.0,5250.0,6684,4200.0,2179,62371.0,1.3051216136049042,2.214751829147716,2.7023927229582756,0.0,1.0381649199129919,1.321732252323512,0.8305319359303935,0.4308878781886494,1.8008700810757365,MAÍZ GRANO
Maíz_GMF_Baja California_OI_2025_2026.pdf,MAIZ,BAJA CALIFORNIA,GMF,TRADICIONAL ESTATUS: AUTORIZADO,OI 2025/2026,4345,11.0,4895.0,5419.0,5127.0,8055.0,15547.0,0.0,3169.0,2801,4700.0,2624,49500.0,1.1799769850402761,1.85385500575374,3.5781357882623706,0.0,0.7293440736478711,0.6446490218642117,1.0817031070195626,0.6039125431530494,1.247180667433832,MAÍZ GRANO
Maíz_GMF_Guanajuato_PV_2026.pdf,MAIZ,GUANAJUATO,GMF,TRADICIONAL ESTATUS: AUTORIZADO,PV - 2026,5295,12.0,5619.0,9598.0,6600.0,11200.0,13666.0,0.0,4800.0,6684,4200.0,2179,62133.0,1.246458923512748,2.1152030217186026,2.580925401322002,0.0,0.9065155807365439,1.2623229461756373,0.7932011331444759,0.41152030217186025,1.8126534466477808,MAÍZ GRANO
Maíz_GMF_Jalisco_PV_2026.pdf,MAIZ,JALISCO,GMF,TRADICIONAL ESTATUS: AUTORIZADO,PV - 2026,5000,12.0,5619.0,12535.0,6700.0,8340.0,14175.0,1600.0,3200.0,5714,4460.0,2400,62428.0,1.34,1.668,2.835,0.32,0.64,1.1428,0.892,0.48,2.507,MAÍZ GRANO
Maíz_GMF_San Luis Potosí_OI_2025_2026.pdf,MAIZ,SAN LUIS POTOSÍ,GMF,TRADICIONAL ESTATUS: AUTORIZADO,OI 2025/2026,5548,6.5,5840.0,13672.0,4050.0,4350.0,3184.0,1400.0,3400.0,1299,3100.0,1850,32412.0,0.7299927901946648,0.7840663302090843,0.5739005046863734,0.25234318673395817,0.6128334534967556,0.23413842826243692,0.558759913482336,0.3334534967555876,2.4643114635904833,MAÍZ GRANO
Maíz_GMF_Sinaloa_OI_2025_2026.pdf,MAIZ,SINALOA,GMF,TRADICIONAL ESTATUS: AUTORIZADO,OI 2025/2026,5023,12.0,5582.0,14083.0,3737.0,11945.0,12572.0,1256.0,4008.0,2499,4077.0,3760,61961.0,0.7439777025681863,2.3780609197690623,2.502886721083018,0.2500497710531555,0.7979295241887319,0.49751144734222574,0.8116663348596457,0.7485566394584909,2.803702966354768,MAÍZ GRANO
Maíz_GMF_Sonora_OI_2025_2026.pdf,MAIZ,SONORA,GMF,TRADICIONAL ESTATUS: AUTORIZADO,OI 2025/2026,4980,11.0,5242.0,5091.0,4706.0,9923.0,11005.0,456.0,8000.0,3198,4677.0,5242,52682.0,0.9449799196787149,1.992570281124498,2.209839357429719,0.09156626506024096,1.606425702811245,0.6421686746987951,0.939156626506024,1.0526104417670683,1.022289156626506,MAÍZ GRANO
Maíz_GMF_Tamaulipas_Centro Sur_OI_2025_2026.pdf,MAIZ,TAMAULIPAS,GMF,TRADICIONAL ESTATUS: AUTORIZADO,OI 2025/2026,5000,6.3,5353.0,4377.0,3590.0,6405.0,4800.0,765.0,2574.0,1540,3150.0,1375,28723.9,0.718,1.281,0.96,0.153,0.5148,0.308,0.63,0.275,0.8754,MAÍZ GRANO
Maíz_GMF_Tamaulipas_Norte_OI_2025_2026.pdf,MAIZ,TAMAULIPAS,GMF,TRADICIONAL ESTATUS: AUTORIZADO,OI 2025/2026,5000,6.0,5271.0,2941.0,2760.0,4650.0,5540.0,700.0,3090.0,2130,3300.0,1500,26626.0,0.552,0.93,1.108,0.14,0.618,0.426,0.66,0.3,0.5882,MAÍZ GRANO
Maíz_TMF_Jalisco_PV_2026.pdf,MAIZ,JALISCO,TMF,TRADICIONAL ESTATUS: AUTORIZADO,PV - 2026,5000,8.9,5619.0,3704.0,4050.0,8340.0,14175.0,1600.0,0.0,5214,3902.0,2400,45009.1,0.81,1.668,2.835,0.32,0.0,1.0428,0.7804,0.48,0.7408,MAÍZ GRANO
Maíz_TMF_Nayarit_PV_2026.pdf,MAIZ,NAYARIT,TMF,TRADICIONAL ESTATUS: AUTORIZADO,PV - 2026,4700,7.8,5200.0,7323.0,3900.0,6168.0,9834.0,0.0,0.0,2087,4740.0,2981,35860.0,0.8297872340425532,1.3123404255319149,2.0923404255319147,0.0,0.0,0.4440425531914894,1.0085106382978724,0.6342553191489362,1.5580851063829788,MAÍZ GRANO
