CVEGEO,suelo_arcilloso,suelo_arenoso,suelo_fertil,suelo_limitado,nomestado
05009,0.0,76.444569385572,0.0,23.555430614427998,COAHUILA
05010,0.0,50.72839292997543,0.0,49.27160707002457,COAHUILA
05011,0.0,34.236513910983966,0.0,65.76348608901603,COAHUILA
05012,0.0,4.724779023785966,0.0,62.313367764808405,COAHUILA
05013,0.0,0.0,0.0,100.0,COAHUILA
05014,0.0,35.32418047577703,0.0,64.67581952422296,COAHUILA
05015,15.284372476010294,0.0,0.0,84.71562752398971,COAHUILA
05016,0.0,100.0,0.0,0.0,COAHUILA
05017,0.0,5.045221331157192,0.0,94.95477866884279,COAHUILA
05018,0.0,55.2459065964374,0.0,44.7540934035626,COAHUILA
05019,0.0,67.26584482646585,0.0,26.11788304036129,COAHUILA
05020,10.83956071045411,88.01426481310263,0.0,1.146174476443254,COAHUILA
05021,0.0,45.55644391221896,0.0,54.44355608778104,COAHUILA
05022,0.0,33.9344545859932,0.0,0.0,COAHUILA
05023,0.0,43.25282300470006,0.0,56.74717699529994,COAHUILA
05024,0.0,47.73921283870447,0.0,52.26078716129553,COAHUILA
05025,0.0,90.30153325197878,0.0,9.698466748021215,COAHUILA
05026,27.412660472901024,16.844067049139174,0.0,55.74327247795979,COAHUILA
05027,0.0,50.54523406473807,0.0,49.454765935261925,COAHUILA
05028,37.65746422997064,12.566568882524335,0.0,49.77596688750502,COAHUILA
05029,0.0,98.34299731892142,0.0,1.6570026810785767,COAHUILA
05030,0.0,21.737938737178304,0.0,78.26206126282169,COAHUILA
05031,0.0,22.958119726168565,0.0,77.04188027383142,COAHUILA
05032,42.62338672767297,43.90241241424667,0.0,13.474200858080343,COAHUILA
05033,0.0,54.91589129721655,0.0,45.08410870278346,COAHUILA
05034,0.0,47.03189674506494,0.0,52.96810325493505,COAHUILA
05035,0.0,82.17791996014418,0.0,17.82208003985582,COAHUILA
05036,0.0,73.2318690858402,0.0,26.768130914159798,COAHUILA
05037,0.0,0.0,0.0,86.97142866140368,COAHUILA
05038,0.0,85.48919828572079,0.0,13.998760776896665,COAHUILA
06001,0.0,34.41794909353409,65.5820509064659,0.0,COLIMA
06002,0.0,91.8515491761658,8.148450823834194,0.0,COLIMA
06003,0.0,97.36410108372786,2.6358989162721556,0.0,COLIMA
06004,0.0,59.766822390674164,40.233177609325836,0.0,COLIMA
06005,0.0,100.0,0.0,0.0,COLIMA
06006,0.0,80.62137789286625,19.37862210713373,0.0,COLIMA
06007,0.0,94.62192825891267,5.378071741087323,0.0,COLIMA
06008,0.0,100.00000000000003,0.0,0.0,COLIMA
06009,0.0,0.0,100.0,0.0,COLIMA
06010,0.0,77.78023255291129,22.219767447088714,0.0,COLIMA
07001,0.0,3.207062174774602,0.0,96.7929378252254,CHIAPAS
07002,0.0,96.43318997177693,3.5668100282230846,0.0,CHIAPAS
07003,0.0,0.044750245222371164,72.79896665219383,27.156283102583796,CHIAPAS
07004,0.0,41.13483912009435,58.86516087990565,0.0,CHIAPAS
07005,58.98612824254104,0.0,41.01387175745896,0.0,CHIAPAS
07006,0.0,72.52832326710312,0.0,10.544319102880666,CHIAPAS
07007,0.0,0.0,100.0,0.0,CHIAPAS
07008,0.0,43.22751510178701,0.0,56.772484898212994,CHIAPAS
07009,0.0,67.49599296975309,32.5040070302469,0.0,CHIAPAS
07010,0.0,1.477201737465624,0.0,64.0872058076345,CHIAPAS
07011,0.0,67.98835887888902,0.0,32.01164112111099,CHIAPAS
07012,4.1606526125871115,95.83934738741287,0.0,0.0,CHIAPAS
07013,31.863498369105187,68.13650163089481,0.0,0.0,CHIAPAS
07014,5.905886631717454,0.0,94.09411336828255,0.0,CHIAPAS
07015,0.0,0.0,0.0,0.0,CHIAPAS
07016,71.24039969468502,28.759600305314986,0.0,0.0,CHIAPAS
07017,0.0,89.8629829431289,0.0,10.137017056871098,CHIAPAS
07018,68.22909194243023,31.77090805756977,0.0,0.0,CHIAPAS
