municipio,suelo_arcilloso,suelo_arenoso,suelo_fertil,suelo_limitado
AMATENANGO DEL VALLE,0.0,0.0,100.0,0.0
CHAMULA,0.0,49.10160157997116,50.89839842002885,0.0
LARRÁINZAR,12.083722676580946,79.13152453092846,8.784752792490604,0.0
LAS ROSAS,0.0,1.6403946028693939,98.3596053971306,0.0
SAN CRISTÓBAL DE LAS CASAS,0.0,2.365270581724833,97.63472941827517,0.0
TENEJAPA,0.0,0.0,100.0,0.0
TEOPISCA,0.0,3.537714823829118,96.46228517617088,0.0
ZINACANTÁN,0.0,0.0,100.0,0.0
SANTIAGO EL PINAR,0.0,46.53146760155115,53.46853239844884,0.0
ALTAMIRANO,0.0,41.13483912009435,58.86516087990565,0.0
CHANAL,0.0,0.0,100.0,0.0
HUIXTÁN,0.0,0.0,100.0,0.0
OXCHUC,0.0,0.0,100.0,0.0
SAN JUAN CANCUC,0.0,0.0,100.0,0.0
CHALCHIHUITÁN,0.0,0.0,100.0,0.0
CHENALHÓ,0.0,7.298845745225341,92.70115425477466,0.0
MITONTIC,0.0,6.9388857143018265,93.06111428569818,0.0
PANTELHÓ,0.0,0.0,100.0,0.0
ALDAMA,0.0,81.77039930814723,18.229600691852777,0.0
COMITÁN DE DOMÍNGUEZ,0.0,10.370489775514459,89.62951022448554,0.0
SOCOLTENANGO,0.0,48.29946180780965,51.70053819219036,0.0
LA TRINITARIA,0.0,93.19530852669983,6.804691473300162,0.0
TZIMOL,0.0,29.729992045887982,70.27000795411202,0.0
CHICOMUSELO,0.0,55.39859859623901,0.0,44.60140140376099
FRONTERA COMALAPA,0.0,100.0,0.0,0.0
LA INDEPENDENCIA,0.0,63.1438543667162,36.8561456332838,0.0
LAS MARGARITAS,2.089586806913433,63.45622782218966,34.454185370896916,0.0
MARAVILLA TENEJAPA,52.14587333777205,47.85412666222794,0.0,0.0
VILLAFLORES,0.0,100.0,0.0,0.0
VILLA CORZO,0.0,100.00000000000001,0.0,0.0
ANGEL ALBINO CORZO,0.0,43.22751510178701,0.0,56.772484898212994
LA CONCORDIA,0.0,93.44506719275543,0.0,6.554932807244566
MONTECRISTO DE GUERRERO,0.0,66.19840019995047,0.0,33.80159980004952
AMATÁN,58.98612824254105,0.0,41.01387175745896,0.0
CHAPULTENANGO,100.0,0.0,0.0,0.0
IXTACOMITÁN,96.40011797613529,0.0,3.599882023864711,0.0
IXTAPANGAJOYA,99.03802361229287,0.0,0.9619763877071386,0.0
PICHUCALCO,29.32729173512094,0.0,70.67270826487906,0.0
SOLOSUCHIAPA,100.0,0.0,0.0,0.0
FRANCISCO LEÓN,100.0,0.0,0.0,0.0
JUÁREZ,0.0,0.0,100.0,0.0
OSTUACÁN,31.819140523476925,0.0,67.4994231915275,0.6814362849955649
REFORMA,0.03713834643377688,0.0,99.96286165356622,0.0
SUNUAPA,62.60023705535212,0.0,37.39976294464788,0.0
IXHUATÁN,96.50968229900754,0.0,3.4903177009924673,0.0
PANTEPEC,100.0,0.0,0.0,0.0
RAYÓN,100.0,0.0,0.0,0.0
TAPALAPA,100.0,0.0,0.0,0.0
TAPILULA,100.0,0.0,0.0,0.0
BOCHIL,31.863498369105187,68.13650163089481,0.0,0.0
JITOTOL,71.82795125921264,1.5632710333910387,26.608777707396314,0.0
PUEBLO NUEVO SOLISTAHUACÁN,17.761168310592616,0.0,82.23883168940739,0.0
EL BOSQUE,5.905886631717454,0.0,94.09411336828255,0.0
HUITIUPÁN,0.0,0.0,100.0,0.0
SIMOJOVEL,0.0,0.0,100.0,0.0
SAN ANDRÉS DURAZNAL,0.0,0.0,100.0,0.0
CATAZAJÁ,71.24039969468502,28.759600305314986,0.0,0.0
LA LIBERTAD,3.8818711201247087,96.11812887987529,0.0,0.0
PALENQUE,4.223618916042216,95.77638108395777,0.0,0.0
SALTO DE AGUA,3.561213453714465,96.43878654628554,0.0,0.0
CHILÓN,0.3427206632835776,93.65739856951147,5.999880767204964,0.0
SABANILLA,29.624555786878915,0.0,70.37544421312109,0.0
SITALÁ,0.0,7.658087552391112,92.34191244760889,0.0
TILA,52.380999090537415,16.419761748680283,31.199239160782298,0.0
TUMBALÁ,77.07455363492592,10.623718262681527,12.301728102392563,0.0
YAJALÓN,5.580709058196845,27.18202887404646,67.2372620677567,0.0
OCOSINGO,16.326031926845317,75.35959954245286,8.314368530701824,0.0
AMATENANGO DE LA FRONTERA,0.0,72.52832326710312,0.0,10.544319102880666
